PAW protein_summary_9 results file
written: Mon Feb 13 18:35:51 2023

 	=subtotal(109,B6:B7162)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
3390.0	1	sp|Q7TPM1|PRC2B_MOUSE	 	8.7	1486	160912	Protein PRRC2B OS=Mus musculus OX=10090 GN=Prrc2b PE=1 SV=1	14	11	0.786	7	7	5	6	5.037	6.316	REV_Q6Y7W8, REV_Q7TPM1, REV_Q7TSC1, sp|O88532|ZFR_MOUSE, sp|Q3TLH4|PRC2C_MOUSE, sp|Q5SUF2|LC7L3_MOUSE, sp|Q6P542|ABCF1_MOUSE, sp|Q6PB70|ANO8_MOUSE, sp|Q6Y7W8|GGYF2_MOUSE, sp|Q7TPM1|PRC2B_MOUSE, sp|Q7TSC1|PRC2A_MOUSE, sp|Q8BMP6|GCP60_MOUSE, tr|Q68FG2|Q68FG2_MOUSE
3391.0	1	sp|Q7TPM6|FSD1_MOUSE	 	41.7	496	55524	Fibronectin type III and SPRY domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fsd1 PE=1 SV=1	47	47	1.000	18	29	18	29	18.000	29.000	 
3392.0	1	sp|Q7TPM9|MTMRA_MOUSE	 	5.7	771	88196	Myotubularin-related protein 10 OS=Mus musculus OX=10090 GN=Mtmr10 PE=1 SV=2	2	2	1.000	0	2	0	2	0.000	2.000	 
3393.0	1	sp|Q7TPQ3|SHPRH_MOUSE	 	6.0	1674	191488	E3 ubiquitin-protein ligase SHPRH OS=Mus musculus OX=10090 GN=Shprh PE=1 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	 
3394.0	1	sp|Q7TPR4|ACTN1_MOUSE	 	65.4	892	103067	Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1	179	102	0.570	90	89	52	50	70.235	70.631	sp|P57780|ACTN4_MOUSE, sp|Q7TPR4|ACTN1_MOUSE, sp|Q9JI91|ACTN2_MOUSE
3395.0	1	sp|Q7TPS5|C2CD5_MOUSE	 	16.7	1016	111663	C2 domain-containing protein 5 OS=Mus musculus OX=10090 GN=C2cd5 PE=1 SV=2	19	19	1.000	11	8	11	8	11.000	8.000	 
3396.0	1	sp|Q7TPV4|MBB1A_MOUSE	 	15.6	1344	152035	Myb-binding protein 1A OS=Mus musculus OX=10090 GN=Mybbp1a PE=1 SV=2	34	34	1.000	15	19	15	19	15.000	19.000	 
3397.0	1	sp|Q7TPW1|NEXN_MOUSE	 	19.4	607	72107	Nexilin OS=Mus musculus OX=10090 GN=Nexn PE=1 SV=3	14	13	0.929	8	6	8	5	8.000	5.556	sp|P10107|ANXA1_MOUSE, sp|Q7TPW1|NEXN_MOUSE
3398.0	1	sp|Q7TQ95|LNP_MOUSE	 	56.7	425	47499	Endoplasmic reticulum junction formation protein lunapark OS=Mus musculus OX=10090 GN=Lnpk PE=1 SV=1	35	35	1.000	17	18	17	18	17.000	18.000	 
3399.0	1	sp|Q7TQD2|TPPP_MOUSE	 	61.0	218	23574	Tubulin polymerization-promoting protein OS=Mus musculus OX=10090 GN=Tppp PE=1 SV=1	90	90	1.000	44	46	44	46	44.000	46.000	 
3400.0	1	sp|Q7TQE6|MACOI_MOUSE	 	3.3	664	76088	Macoilin OS=Mus musculus OX=10090 GN=Maco1 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
3401.0	1	sp|Q7TQF2|FBX10_MOUSE	 	2.4	950	104477	F-box only protein 10 OS=Mus musculus OX=10090 GN=Fbxo10 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
3402.0	1	sp|Q7TQF7|AMPH_MOUSE	 	51.2	686	75012	Amphiphysin OS=Mus musculus OX=10090 GN=Amph PE=1 SV=1	194	176	0.907	94	100	83	93	88.187	95.735	sp|D3Z6Q9|BIN2_MOUSE, sp|O08539|BIN1_MOUSE, sp|Q7TQF7|AMPH_MOUSE
3403.0	1	sp|Q7TQG1|PKHA6_MOUSE	 	21.1	1173	131426	Pleckstrin homology domain-containing family A member 6 OS=Mus musculus OX=10090 GN=Plekha6 PE=1 SV=1	42	42	1.000	19	23	19	23	19.000	23.000	 
3404.0	1	sp|Q7TQH0|ATX2L_MOUSE	 	31.3	1049	110648	Ataxin-2-like protein OS=Mus musculus OX=10090 GN=Atxn2l PE=1 SV=1	60	57	0.950	30	30	29	28	29.518	28.862	sp|O70305|ATX2_MOUSE, sp|Q7TQH0|ATX2L_MOUSE
3405.0	1	sp|Q7TQI3|OTUB1_MOUSE	 	68.6	271	31270	Ubiquitin thioesterase OTUB1 OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=2	83	83	1.000	46	37	46	37	46.000	37.000	 
3406.0	1	sp|Q7TQK1|INT7_MOUSE	 	3.8	966	106860	Integrator complex subunit 7 OS=Mus musculus OX=10090 GN=Ints7 PE=1 SV=1	5	5	1.000	4	1	4	1	4.000	1.000	 
3407.0	1	sp|Q7TQK4|EXOS3_MOUSE	 	19.3	274	29546	Exosome complex component RRP40 OS=Mus musculus OX=10090 GN=Exosc3 PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	 
3408.0	1	sp|Q7TQK5|CCD93_MOUSE	 	26.9	629	72602	Coiled-coil domain-containing protein 93 OS=Mus musculus OX=10090 GN=Ccdc93 PE=1 SV=1	38	38	1.000	20	18	20	18	20.000	18.000	 
3409.0	1	sp|Q7TSC1|PRC2A_MOUSE	 	21.5	2158	229200	Protein PRRC2A OS=Mus musculus OX=10090 GN=Prrc2a PE=1 SV=1	79	76	0.962	44	35	41	35	41.745	35.000	REV_Q6Y7W8, REV_Q7TPM1, REV_Q7TSC1, sp|O88532|ZFR_MOUSE, sp|Q3TLH4|PRC2C_MOUSE, sp|Q5SUF2|LC7L3_MOUSE, sp|Q6PB70|ANO8_MOUSE, sp|Q6Y7W8|GGYF2_MOUSE, sp|Q7TPM1|PRC2B_MOUSE, sp|Q7TSC1|PRC2A_MOUSE, sp|Q8BMP6|GCP60_MOUSE, tr|Q68FG2|Q68FG2_MOUSE
3410.0	1	sp|Q7TSE6|ST38L_MOUSE	 	30.0	464	53771	Serine/threonine-protein kinase 38-like OS=Mus musculus OX=10090 GN=Stk38l PE=1 SV=2	22	18	0.818	8	14	7	11	7.700	13.357	sp|Q7TSE6|ST38L_MOUSE, sp|Q91VJ4|STK38_MOUSE
3411.0	1	sp|Q7TSG2|CTDP1_MOUSE	 	14.9	960	104553	RNA polymerase II subunit A C-terminal domain phosphatase OS=Mus musculus OX=10090 GN=Ctdp1 PE=1 SV=1	21	21	1.000	10	11	10	11	10.000	11.000	 
3412.0	1	sp|Q7TSH2|KPBB_MOUSE	 	22.4	1085	123888	Phosphorylase b kinase regulatory subunit beta OS=Mus musculus OX=10090 GN=Phkb PE=1 SV=1	40	40	1.000	23	17	23	17	23.000	17.000	 
3413.0	1	sp|Q7TSH3|ZN516_MOUSE	 	1.4	1157	124787	Zinc finger protein 516 OS=Mus musculus OX=10090 GN=Znf516 PE=1 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	 
3414.0	1	sp|Q7TSH6|SCAF4_MOUSE	 	7.8	1183	129054	SR-related and CTD-associated factor 4 OS=Mus musculus OX=10090 GN=Scaf4 PE=1 SV=1	10	9	0.900	7	3	6	3	6.545	3.000	sp|Q6DID3|SCAF8_MOUSE, sp|Q7TSH6|SCAF4_MOUSE
3415.0	1	sp|Q7TSH8|TMM94_MOUSE	 	1.6	1360	151794	Transmembrane protein 94 OS=Mus musculus OX=10090 GN=Tmem94 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
3416.0	1	sp|Q7TSI3|PP6R1_MOUSE	 	22.7	856	94526	Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Mus musculus OX=10090 GN=Ppp6r1 PE=1 SV=1	22	22	1.000	10	12	10	12	10.000	12.000	 
3417.0	1	sp|Q7TSJ2|MAP6_MOUSE	 	76.3	906	96449	Microtubule-associated protein 6 OS=Mus musculus OX=10090 GN=Map6 PE=1 SV=2	353	353	1.000	181	172	181	172	181.000	172.000	 
3418.0	1	sp|Q7TSQ8|PDPR_MOUSE	 	26.9	878	99229	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Mus musculus OX=10090 GN=Pdpr PE=1 SV=1	42	42	1.000	16	26	16	26	16.000	26.000	 
3419.0	1	sp|Q7TSS2|UB2Q1_MOUSE	 	13.7	422	46172	Ubiquitin-conjugating enzyme E2 Q1 OS=Mus musculus OX=10090 GN=Ube2q1 PE=1 SV=2	13	13	1.000	5	8	5	8	5.000	8.000	 
3420.0	1	sp|Q7TSU7|KIRR2_MOUSE	 	3.6	700	74528	Kin of IRRE-like protein 2 OS=Mus musculus OX=10090 GN=Kirrel2 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
3421.0	1	sp|Q7TSV4|PGM2_MOUSE	 	31.1	620	68747	Phosphopentomutase OS=Mus musculus OX=10090 GN=Pgm2 PE=1 SV=1	35	32	0.914	18	17	16	16	16.593	16.250	sp|Q7TSV4|PGM2_MOUSE, sp|Q8CAA7|PGM2L_MOUSE
3422.0	1	sp|Q7TSY6|CELF4_MOUSE	 	17.7	486	51932	CUGBP Elav-like family member 4 OS=Mus musculus OX=10090 GN=Celf4 PE=1 SV=2	13	11	0.846	5	8	4	7	5.000	7.778	sp|Q7TN33|CELF6_MOUSE, sp|Q7TSY6|CELF4_MOUSE, tr|A0A5F8MPH2|A0A5F8MPH2_MOUSE
3423.0	1	sp|Q7TSZ8|NACC1_MOUSE	 	9.5	514	56536	Nucleus accumbens-associated protein 1 OS=Mus musculus OX=10090 GN=Nacc1 PE=1 SV=1	8	6	0.750	3	5	2	4	2.333	4.571	sp|Q7TSZ8|NACC1_MOUSE, sp|Q9DCM7|NACC2_MOUSE
3424.0	1	sp|Q7TT37|ELP1_MOUSE	 	19.9	1333	149582	Elongator complex protein 1 OS=Mus musculus OX=10090 GN=Elp1 PE=1 SV=2	33	33	1.000	13	20	13	20	13.000	20.000	 
3425.0	1	sp|Q7TT50|MRCKB_MOUSE	 	38.8	1713	194750	Serine/threonine-protein kinase MRCK beta OS=Mus musculus OX=10090 GN=Cdc42bpb PE=1 SV=2	122	99	0.811	64	58	52	47	57.975	52.029	sp|Q3UU96|MRCKA_MOUSE, sp|Q7TT50|MRCKB_MOUSE, sp|Q80UW5|MRCKG_MOUSE, sp|Q9JLV5|CUL3_MOUSE
3426.0	1	sp|Q80SW1|SAHH2_MOUSE	 	57.2	530	58951	S-adenosylhomocysteine hydrolase-like protein 1 OS=Mus musculus OX=10090 GN=Ahcyl1 PE=1 SV=1	229	128	0.559	130	99	70	58	107.718	86.788	sp|P50247|SAHH_MOUSE, sp|Q68FL4|SAHH3_MOUSE, sp|Q80SW1|SAHH2_MOUSE
3427.0	1	sp|Q80SY4|MIB1_MOUSE	 	12.8	1006	110087	E3 ubiquitin-protein ligase MIB1 OS=Mus musculus OX=10090 GN=Mib1 PE=1 SV=1	13	13	1.000	6	7	6	7	6.000	7.000	 
3428.0	1	sp|Q80SY5|PR38B_MOUSE	 	18.1	542	63752	Pre-mRNA-splicing factor 38B OS=Mus musculus OX=10090 GN=Prpf38b PE=1 SV=1	18	18	1.000	9	9	9	9	9.000	9.000	 
3429.0	1	sp|Q80SY6|ADAL_MOUSE	 	17.2	360	41000	Adenosine deaminase-like protein OS=Mus musculus OX=10090 GN=Adal PE=2 SV=1	15	15	1.000	8	7	8	7	8.000	7.000	 
3430.0	1	sp|Q80SZ7|GBG5_MOUSE	 	73.5	68	7318	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Mus musculus OX=10090 GN=Gng5 PE=1 SV=2	9	9	1.000	4	5	4	5	4.000	5.000	 
3431.0	1	sp|Q80T41|GABR2_MOUSE	 	27.8	940	105665	Gamma-aminobutyric acid type B receptor subunit 2 OS=Mus musculus OX=10090 GN=Gabbr2 PE=1 SV=2	67	67	1.000	35	32	35	32	35.000	32.000	 
3432.0	1	sp|Q80T69|RSBN1_MOUSE	 	11.2	795	89250	Lysine-specific demethylase 9 OS=Mus musculus OX=10090 GN=Rsbn1 PE=1 SV=3	8	7	0.875	4	4	3	4	3.500	4.000	sp|Q80T69|RSBN1_MOUSE, tr|D3Z0K6|D3Z0K6_MOUSE
3433.0	1	sp|Q80T85|DCAF5_MOUSE	 	3.7	946	103675	DDB1- and CUL4-associated factor 5 OS=Mus musculus OX=10090 GN=Dcaf5 PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
3434.0	1	sp|Q80TA6|MTMRC_MOUSE	 	12.6	747	85515	Myotubularin-related protein 12 OS=Mus musculus OX=10090 GN=Mtmr12 PE=1 SV=2	11	11	1.000	5	6	5	6	5.000	6.000	 
3435.0	1	sp|Q80TA9|EPG5_MOUSE	 	2.3	2572	290798	Ectopic P granules protein 5 homolog OS=Mus musculus OX=10090 GN=Epg5 PE=1 SV=2	8	8	1.000	2	6	2	6	2.000	6.000	 
3436.0	1	sp|Q80TB8|VAT1L_MOUSE	 	82.0	417	45817	Synaptic vesicle membrane protein VAT-1 homolog-like OS=Mus musculus OX=10090 GN=Vat1l PE=1 SV=2	97	97	1.000	41	56	41	56	41.000	56.000	 
3437.0	1	sp|Q80TE0|RPAP1_MOUSE	 	2.6	1409	155268	RNA polymerase II-associated protein 1 OS=Mus musculus OX=10090 GN=Rpap1 PE=1 SV=2	5	5	1.000	3	2	3	2	3.000	2.000	 
3438.0	1	sp|Q80TE4|SI1L2_MOUSE	 	8.4	1722	189410	Signal-induced proliferation-associated 1-like protein 2 OS=Mus musculus OX=10090 GN=Sipa1l2 PE=1 SV=3	18	17	0.944	10	8	9	8	9.237	8.000	sp|G3X9J0|SI1L3_MOUSE, sp|Q80TE4|SI1L2_MOUSE, sp|Q8C0T5|SI1L1_MOUSE
3439.0	1	sp|Q80TE7|LRRC7_MOUSE	 	1.1	1490	166899	Leucine-rich repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Lrrc7 PE=1 SV=2	2	1	0.500	0	2	0	1	0.000	1.091	sp|Q80TE7|LRRC7_MOUSE, sp|Q80TH2|ERBIN_MOUSE
3440.0	1	sp|Q80TH2|ERBIN_MOUSE	 	11.6	1402	157247	Erbin OS=Mus musculus OX=10090 GN=Erbin PE=1 SV=3	19	18	0.947	8	11	8	10	8.000	10.909	sp|Q80TE7|LRRC7_MOUSE, sp|Q80TH2|ERBIN_MOUSE
3441.0	1	sp|Q80TI0|ASTRB_MOUSE	 	21.5	738	85354	Protein Aster-B OS=Mus musculus OX=10090 GN=Gramd1b PE=1 SV=2	23	23	1.000	12	11	12	11	12.000	11.000	 
3442.0	1	sp|Q80TJ1|CAPS1_MOUSE	 	50.8	1355	153111	Calcium-dependent secretion activator 1 OS=Mus musculus OX=10090 GN=Cadps PE=1 SV=3	349	288	0.825	176	173	143	145	165.908	164.255	sp|O88735|MAP7_MOUSE, sp|Q80TJ1|CAPS1_MOUSE, sp|Q8BYR5|CAPS2_MOUSE
3443.0	1	sp|Q80TL0|PPM1E_MOUSE	 	19.1	749	83418	Protein phosphatase 1E OS=Mus musculus OX=10090 GN=Ppm1e PE=1 SV=2	15	15	1.000	7	8	7	8	7.000	8.000	 
3444.0	1	sp|Q80TL1|ADCY2_MOUSE	 	8.2	1090	123269	Adenylate cyclase type 2 OS=Mus musculus OX=10090 GN=Adcy2 PE=1 SV=2	10	10	1.000	4	6	4	6	4.000	6.000	 
3445.0	1	sp|Q80TL4|PHF24_MOUSE	 	43.2	400	45222	PHD finger protein 24 OS=Mus musculus OX=10090 GN=Phf24 PE=1 SV=2	52	52	1.000	27	25	27	25	27.000	25.000	 
3446.0	1	sp|Q80TL7|MON2_MOUSE	 	17.0	1715	189076	Protein MON2 homolog OS=Mus musculus OX=10090 GN=Mon2 PE=1 SV=2	41	41	1.000	20	21	20	21	20.000	21.000	 
3447.0	1	sp|Q80TM6|R3HD2_MOUSE	 	8.7	1044	114582	R3H domain-containing protein 2 OS=Mus musculus OX=10090 GN=R3hdm2 PE=1 SV=2	8	8	1.000	3	5	3	5	3.000	5.000	 
3448.0	1	sp|Q80TM9|NISCH_MOUSE	 	18.7	1593	175010	Nischarin OS=Mus musculus OX=10090 GN=Nisch PE=1 SV=2	38	38	1.000	20	18	20	18	20.000	18.000	 
3449.0	1	sp|Q80TN4|DJC16_MOUSE	 	15.3	772	89135	DnaJ homolog subfamily C member 16 OS=Mus musculus OX=10090 GN=Dnajc16 PE=1 SV=2	12	12	1.000	10	2	10	2	10.000	2.000	 
3450.0	1	sp|Q80TN5|ZDH17_MOUSE	 	17.6	632	72620	Palmitoyltransferase ZDHHC17 OS=Mus musculus OX=10090 GN=Zdhhc17 PE=1 SV=2	13	13	1.000	7	6	7	6	7.000	6.000	 
3451.0	1	sp|Q80TP3|UBR5_MOUSE	 	5.0	2792	308349	E3 ubiquitin-protein ligase UBR5 OS=Mus musculus OX=10090 GN=Ubr5 PE=1 SV=2	15	15	1.000	8	7	8	7	8.000	7.000	 
3452.0	1	sp|Q80TQ2|CYLD_MOUSE	 	15.7	952	106584	Ubiquitin carboxyl-terminal hydrolase CYLD OS=Mus musculus OX=10090 GN=Cyld PE=1 SV=2	13	13	1.000	7	6	7	6	7.000	6.000	 
3453.0	1	sp|Q80TQ5|PKHM2_MOUSE	 	7.5	1018	112732	Pleckstrin homology domain-containing family M member 2 OS=Mus musculus OX=10090 GN=Plekhm2 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
3454.0	1	sp|Q80TR1|AGRL1_MOUSE	 	17.5	1466	161684	Adhesion G protein-coupled receptor L1 OS=Mus musculus OX=10090 GN=Adgrl1 PE=1 SV=2	33	31	0.939	16	17	15	16	15.357	16.267	sp|Q80TR1|AGRL1_MOUSE, sp|Q80TS3|AGRL3_MOUSE, sp|Q8JZZ7|AGRL2_MOUSE
3455.0	1	sp|Q80TR8|DCAF1_MOUSE	 	2.6	1506	168929	DDB1- and CUL4-associated factor 1 OS=Mus musculus OX=10090 GN=Dcaf1 PE=1 SV=4	3	3	1.000	1	2	1	2	1.000	2.000	 
3456.0	1	sp|Q80TS3|AGRL3_MOUSE	 	26.5	1537	171078	Adhesion G protein-coupled receptor L3 OS=Mus musculus OX=10090 GN=Adgrl3 PE=1 SV=3	70	68	0.971	27	43	26	42	26.619	42.700	sp|Q80TR1|AGRL1_MOUSE, sp|Q80TS3|AGRL3_MOUSE, sp|Q8JZZ7|AGRL2_MOUSE
3457.0	1	sp|Q80TT8|CUL9_MOUSE	 	1.4	1865	209158	Cullin-9 OS=Mus musculus OX=10090 GN=Cul9 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
3458.0	1	sp|Q80TV8|CLAP1_MOUSE	 	39.9	1535	169225	CLIP-associating protein 1 OS=Mus musculus OX=10090 GN=Clasp1 PE=1 SV=2	108	94	0.870	61	47	57	37	58.541	39.868	sp|Q80TV8|CLAP1_MOUSE, sp|Q8BRT1|CLAP2_MOUSE
3459.0	1	sp|Q80TY0|FNBP1_MOUSE	 	45.3	616	71343	Formin-binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=2	89	89	1.000	44	45	44	45	44.000	45.000	 
3460.0	1	sp|Q80TZ3|AUXI_MOUSE	 	43.8	938	102298	Putative tyrosine-protein phosphatase auxilin OS=Mus musculus OX=10090 GN=Dnajc6 PE=1 SV=2	86	75	0.872	38	48	32	43	35.048	45.792	sp|Q80TZ3|AUXI_MOUSE, sp|Q99KY4|GAK_MOUSE
3461.0	1	sp|Q80TZ9|RERE_MOUSE	 	1.7	1558	171753	Arginine-glutamic acid dipeptide repeats protein OS=Mus musculus OX=10090 GN=Rere PE=1 SV=3	3	3	1.000	0	3	0	3	0.000	3.000	 
3462.0	1	sp|Q80U04|PJA2_MOUSE	 	20.4	707	77957	E3 ubiquitin-protein ligase Praja-2 OS=Mus musculus OX=10090 GN=Pja2 PE=1 SV=2	14	12	0.857	7	7	6	6	6.750	6.545	sp|O55176|PJA1_MOUSE, sp|Q80U04|PJA2_MOUSE
3463.0	1	sp|Q80U12|SGSM2_MOUSE	 	2.0	1005	113075	Small G protein signaling modulator 2 OS=Mus musculus OX=10090 GN=Sgsm2 PE=1 SV=2	3	1	0.333	2	1	1	0	1.077	0.000	sp|Q80U12|SGSM2_MOUSE, sp|Q8BPQ7|SGSM1_MOUSE
3464.0	1	sp|Q80U19|DAAM2_MOUSE	 	23.6	1115	128368	Disheveled-associated activator of morphogenesis 2 OS=Mus musculus OX=10090 GN=Daam2 PE=1 SV=4	36	31	0.861	23	13	22	9	22.468	9.878	sp|Q80U19|DAAM2_MOUSE, sp|Q8BPM0|DAAM1_MOUSE
3465.0	1	sp|Q80U22|RUSC2_MOUSE	 	1.7	1514	161137	AP-4 complex accessory subunit RUSC2 OS=Mus musculus OX=10090 GN=Rusc2 PE=1 SV=2	6	6	1.000	2	4	2	4	2.000	4.000	 
3466.0	1	sp|Q80U23|SNPH_MOUSE	 	45.5	495	53752	Syntaphilin OS=Mus musculus OX=10090 GN=Snph PE=1 SV=3	55	52	0.945	29	26	27	25	28.800	25.781	sp|Q80U23|SNPH_MOUSE, sp|Q8BHS8|SYBU_MOUSE
3467.0	1	sp|Q80U28|MADD_MOUSE	 	42.7	1577	175178	MAP kinase-activating death domain protein OS=Mus musculus OX=10090 GN=Madd PE=1 SV=2	127	127	1.000	59	68	59	68	59.000	68.000	 
3468.0	1	sp|Q80U30|CL16A_MOUSE	 	9.3	1036	116231	Protein CLEC16A OS=Mus musculus OX=10090 GN=Clec16a PE=1 SV=2	16	16	1.000	10	6	10	6	10.000	6.000	 
3469.0	1	sp|Q80U35|ARHGH_MOUSE	 	3.5	2057	221669	Rho guanine nucleotide exchange factor 17 OS=Mus musculus OX=10090 GN=Arhgef17 PE=1 SV=2	8	8	1.000	5	3	5	3	5.000	3.000	 
3470.0	1	sp|Q80U38|KHNYN_MOUSE	 	16.7	671	74564	Protein KHNYN OS=Mus musculus OX=10090 GN=Khnyn PE=2 SV=2	14	14	1.000	8	6	8	6	8.000	6.000	 
3471.0	1	sp|Q80U40|RIMB2_MOUSE	 	3.9	1072	118341	RIMS-binding protein 2 OS=Mus musculus OX=10090 GN=Rimbp2 PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	 
3472.0	1	sp|Q80U44|ZFY16_MOUSE	 	2.0	1528	166669	Zinc finger FYVE domain-containing protein 16 OS=Mus musculus OX=10090 GN=Zfyve16 PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	 
3473.0	1	sp|Q80U49|C170B_MOUSE	 	37.9	1574	170819	Centrosomal protein of 170 kDa protein B OS=Mus musculus OX=10090 GN=Cep170b PE=1 SV=2	105	92	0.876	57	48	52	40	53.985	43.107	sp|Q6A065|CE170_MOUSE, sp|Q80U49|C170B_MOUSE
3474.0	1	sp|Q80U56|AVL9_MOUSE	 	25.3	649	72185	Late secretory pathway protein AVL9 homolog OS=Mus musculus OX=10090 GN=Avl9 PE=1 SV=2	19	19	1.000	10	9	10	9	10.000	9.000	 
3475.0	1	sp|Q80U57|RIMS3_MOUSE	 	66.8	307	32589	Regulating synaptic membrane exocytosis protein 3 OS=Mus musculus OX=10090 GN=Rims3 PE=1 SV=2	30	26	0.867	14	16	11	15	12.138	15.405	sp|Q80U57|RIMS3_MOUSE, sp|Q9EQZ7|RIMS2_MOUSE
3476.0	1	sp|Q80U58|PUM2_MOUSE	 	8.8	1066	114313	Pumilio homolog 2 OS=Mus musculus OX=10090 GN=Pum2 PE=1 SV=2	14	8	0.571	7	7	4	4	5.333	4.750	sp|Q80U58|PUM2_MOUSE, sp|Q80U78|PUM1_MOUSE
3477.0	1	sp|Q80U63|MFN2_MOUSE	 	30.0	757	86187	Mitofusin-2 OS=Mus musculus OX=10090 GN=Mfn2 PE=1 SV=3	61	60	0.984	37	24	37	23	37.000	23.697	sp|Q80U63|MFN2_MOUSE, sp|Q811U4|MFN1_MOUSE
3478.0	1	sp|Q80U72|SCRIB_MOUSE	 	18.4	1612	174057	Protein scribble homolog OS=Mus musculus OX=10090 GN=Scrib PE=1 SV=2	35	28	0.800	17	18	14	14	16.800	17.500	sp|Q80U72|SCRIB_MOUSE, sp|Q80VQ1|LRRC1_MOUSE
3479.0	1	sp|Q80U78|PUM1_MOUSE	 	14.5	1189	126618	Pumilio homolog 1 OS=Mus musculus OX=10090 GN=Pum1 PE=1 SV=2	23	17	0.739	8	15	5	12	6.667	14.250	sp|Q80U58|PUM2_MOUSE, sp|Q80U78|PUM1_MOUSE
3480.0	1	sp|Q80U87|UBP8_MOUSE	 	21.9	1080	122609	Ubiquitin carboxyl-terminal hydrolase 8 OS=Mus musculus OX=10090 GN=Usp8 PE=1 SV=2	28	28	1.000	19	9	19	9	19.000	9.000	 
3481.0	1	sp|Q80U93|NU214_MOUSE	 	13.3	2085	212976	Nuclear pore complex protein Nup214 OS=Mus musculus OX=10090 GN=Nup214 PE=1 SV=2	28	28	1.000	12	16	12	16	12.000	16.000	 
3482.0	1	sp|Q80U95|UBE3C_MOUSE	 	15.9	1083	123974	Ubiquitin-protein ligase E3C OS=Mus musculus OX=10090 GN=Ube3c PE=1 SV=2	24	24	1.000	11	13	11	13	11.000	13.000	 
3483.0	1	sp|Q80UE6|WNK4_MOUSE	 	2.2	1222	132408	Serine/threonine-protein kinase WNK4 OS=Mus musculus OX=10090 GN=Wnk4 PE=1 SV=1	4	1	0.250	0	4	0	1	0.000	1.050	sp|P83741|WNK1_MOUSE, sp|Q3UH66|WNK2_MOUSE, sp|Q80UE6|WNK4_MOUSE, sp|Q80XP9|WNK3_MOUSE
3484.0	1	sp|Q80UG1|FADS6_MOUSE	 	9.6	342	38830	Fatty acid desaturase 6 OS=Mus musculus OX=10090 GN=Fads6 PE=2 SV=1	7	7	1.000	5	2	5	2	5.000	2.000	 
3485.0	1	sp|Q80UG2|PLXA4_MOUSE	 	24.2	1893	212558	Plexin-A4 OS=Mus musculus OX=10090 GN=Plxna4 PE=1 SV=3	66	41	0.621	34	32	21	20	29.083	27.915	sp|P70206|PLXA1_MOUSE, sp|P70207|PLXA2_MOUSE, sp|P70208|PLXA3_MOUSE, sp|Q80UG2|PLXA4_MOUSE
3486.0	1	sp|Q80UG5|SEPT9_MOUSE	 	26.8	583	65574	Septin-9 OS=Mus musculus OX=10090 GN=Septin9 PE=1 SV=1	22	22	1.000	11	11	11	11	11.000	11.000	 
3487.0	1	sp|Q80UJ7|RB3GP_MOUSE	 	37.4	981	110196	Rab3 GTPase-activating protein catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap1 PE=1 SV=4	69	69	1.000	32	37	32	37	32.000	37.000	 
3488.0	1	sp|Q80UK0|SESD1_MOUSE	 	30.9	696	79375	SEC14 domain and spectrin repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Sestd1 PE=1 SV=1	30	30	1.000	16	14	16	14	16.000	14.000	 
3489.0	1	sp|Q80UM3|NAA15_MOUSE	 	32.3	865	100960	N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Mus musculus OX=10090 GN=Naa15 PE=1 SV=1	52	51	0.981	26	26	25	26	26.000	26.000	sp|Q80UM3|NAA15_MOUSE, tr|E9PX57|E9PX57_MOUSE
3490.0	1	sp|Q80UM7|MOGS_MOUSE	 	21.9	834	91830	Mannosyl-oligosaccharide glucosidase OS=Mus musculus OX=10090 GN=Mogs PE=1 SV=1	20	20	1.000	13	7	13	7	13.000	7.000	 
